Year,NOC,Sport,Bronze,Silver,Gold,Total Medals,Participants,Male Participants,Female Participants,Weighted Total
2004,MGL,Wrestling,0,0,0,0,6,4,2,0
2004,MKD,Aquatics,0,0,0,0,4,3,1,0
2004,MKD,Athletics,0,0,0,0,2,1,1,0
2004,MKD,Canoeing,0,0,0,0,1,1,0,0
2004,MKD,Shooting,0,0,0,0,1,0,1,0
2004,MKD,Wrestling,1,0,0,1,2,2,0,2
2004,MLI,Aquatics,0,0,0,0,2,1,1,0
2004,MLI,Athletics,0,0,0,0,2,1,1,0
2004,MLI,Football,0,0,0,0,16,16,0,0
2004,MLI,Judo,0,0,0,0,1,1,0,0
2004,MLT,Aquatics,0,0,0,0,2,1,1,0
2004,MLT,Athletics,0,0,0,0,2,1,1,0
2004,MLT,Judo,0,0,0,0,1,0,1,0
2004,MLT,Sailing,0,0,0,0,1,1,0,0
2004,MLT,Shooting,0,0,0,0,1,1,0,0
2004,MON,Aquatics,0,0,0,0,1,1,0,0
2004,MON,Athletics,0,0,0,0,1,1,0,0
2004,MON,Shooting,0,0,0,0,1,0,1,0
2004,MOZ,Aquatics,0,0,0,0,2,1,1,0
2004,MOZ,Athletics,1,0,1,2,2,1,1,8
2004,MRI,Aquatics,0,0,0,0,2,1,1,0
2004,MRI,Archery,0,0,0,0,1,1,0,0
2004,MRI,Athletics,0,0,0,0,4,3,1,0
2004,MRI,Boxing,0,0,0,0,1,1,0,0
2004,MRI,Weightlifting,0,0,0,0,1,0,1,0
2004,MTN,Athletics,0,0,0,0,2,1,1,0
2004,MYA,Archery,0,0,0,0,1,0,1,0
2004,MYA,Weightlifting,0,0,0,0,1,0,1,0
2004,NAM,Athletics,0,8,0,8,3,2,1,24
2004,NAM,Boxing,0,0,0,0,2,2,0,0
2004,NAM,Cycling,0,0,0,0,1,1,0,0
2004,NAM,Shooting,0,0,0,0,1,1,0,0
2004,NAM,Wrestling,0,0,0,0,1,1,0,0
2004,NCA,Aquatics,0,0,0,0,2,1,1,0
2004,NCA,Athletics,0,0,0,0,2,1,1,0
2004,NCA,Shooting,0,0,0,0,1,0,1,0
2004,NED,Aquatics,24,20,31,75,18,7,11,294
2004,NED,Archery,2,0,0,2,3,3,0,4
2004,NED,Athletics,0,0,0,0,20,13,7,0
2004,NED,Badminton,0,4,0,4,4,1,3,12
2004,NED,Baseball and Softball,0,0,0,0,24,24,0,0
2004,NED,Canoeing,0,0,0,0,2,2,0,0
2004,NED,Cycling,2,8,12,22,24,18,6,100
2004,NED,Equestrian,2,10,4,16,8,5,3,58
2004,NED,Fencing,0,0,0,0,1,0,1,0
2004,NED,Field hockey,8,32,10,50,32,16,16,172
2004,NED,Gymnastics,0,0,0,0,4,1,3,0
2004,NED,Judo,5,1,1,7,7,4,3,19
2004,NED,Rowing,11,12,2,25,26,14,12,70
2004,NED,Sailing,1,3,0,4,14,8,6,11
2004,NED,Shooting,0,0,0,0,3,3,0,0
2004,NED,Table Tennis,0,0,0,0,2,2,0,0
2004,NED,Taekwondo,0,0,0,0,2,1,1,0
2004,NED,Triathlon,0,0,0,0,2,0,2,0
2004,NED,Volleyball,0,1,3,4,14,12,2,21
2004,NEP,Aquatics,0,0,0,0,2,1,1,0
2004,NEP,Athletics,0,0,0,0,2,1,1,0
2004,NEP,Shooting,0,0,0,0,1,1,0,0
2004,NEP,Taekwondo,0,0,0,0,1,0,1,0
2004,NGR,Aquatics,0,0,0,0,2,1,1,0
2004,NGR,Athletics,10,0,1,11,17,8,9,26
2004,NGR,Basketball,0,0,0,0,12,0,12,0
2004,NGR,Boxing,0,0,0,0,7,7,0,0
2004,NGR,Football,0,0,0,0,16,0,16,0
2004,NGR,Judo,0,0,0,0,2,1,1,0
2004,NGR,Table Tennis,0,0,0,0,8,4,4,0
2004,NGR,Taekwondo,0,0,0,0,3,2,1,0
2004,NGR,Weightlifting,0,0,0,0,2,0,2,0
2004,NGR,Wrestling,0,0,0,0,1,1,0,0
2004,NIG,Aquatics,0,0,0,0,1,1,0,0
2004,NIG,Athletics,0,0,0,0,2,1,1,0
2004,NIG,Judo,0,0,0,0,1,1,0,0
2004,NOR,Aquatics,0,0,0,0,1,1,0,0
2004,NOR,Athletics,0,1,1,2,9,6,3,9
2004,NOR,Badminton,0,0,0,0,1,1,0,0
2004,NOR,Canoeing,2,0,2,4,6,6,0,16
2004,NOR,Cycling,0,0,1,1,8,4,4,6
2004,NOR,Rowing,0,1,1,2,3,3,0,9
2004,NOR,Sailing,1,0,1,2,8,3,5,8
2004,NOR,Shooting,2,2,0,4,5,5,0,10
2004,NOR,Taekwondo,0,0,0,0,1,0,1,0
2004,NOR,Volleyball,0,0,0,0,8,4,4,0
2004,NOR,Weightlifting,0,0,0,0,1,1,0,0
2004,NOR,Wrestling,0,0,0,0,1,1,0,0
2004,NRU,Weightlifting,0,0,0,0,3,2,1,0
2004,NZL,Aquatics,0,0,0,0,13,6,7,0
2004,NZL,Archery,0,0,0,0,1,1,0,0
2004,NZL,Athletics,0,0,0,0,13,8,5,0
2004,NZL,Badminton,0,0,0,0,2,1,1,0
2004,NZL,Basketball,0,0,0,0,24,12,12,0
2004,NZL,Boxing,0,0,0,0,1,1,0,0
2004,NZL,Canoeing,0,2,0,2,2,2,0,6
2004,NZL,Cycling,0,0,2,2,16,11,5,12
2004,NZL,Equestrian,6,4,2,12,10,8,2,36
2004,NZL,Fencing,0,0,0,0,1,0,1,0
2004,NZL,Field hockey,0,0,0,0,32,16,16,0
2004,NZL,Judo,0,0,0,0,1,0,1,0
2004,NZL,Rowing,0,0,2,2,11,6,5,12
2004,NZL,Sailing,1,1,1,3,12,5,7,11
2004,NZL,Shooting,0,0,0,0,2,1,1,0
2004,NZL,Table Tennis,0,0,0,0,2,0,2,0
2004,NZL,Taekwondo,0,0,0,0,1,0,1,0
2004,NZL,Triathlon,0,1,1,2,4,3,1,9
2004,OMA,Athletics,0,0,0,0,1,1,0,0
2004,OMA,Shooting,0,0,0,0,1,1,0,0
2004,PAK,Aquatics,0,0,0,0,2,1,1,0
2004,PAK,Athletics,0,0,0,0,2,1,1,0
2004,PAK,Boxing,1,0,0,1,5,5,0,2
2004,PAK,Field hockey,1,0,1,2,16,16,0,8
2004,PAK,Shooting,0,0,0,0,1,1,0,0
2004,PAN,Aquatics,0,0,0,0,2,1,1,0
2004,PAN,Athletics,0,0,0,0,2,2,0,0
2004,PAR,Aquatics,0,0,0,0,1,1,0,0
2004,PAR,Athletics,0,0,0,0,2,1,1,0
2004,PAR,Football,0,18,0,18,16,16,0,54
2004,PAR,Rowing,0,0,0,0,2,1,1,0
2004,PER,Aquatics,0,0,0,0,2,1,1,0
2004,PER,Athletics,0,0,0,0,2,1,1,0
2004,PER,Badminton,0,0,0,0,1,0,1,0
2004,PER,Rowing,0,0,0,0,1,1,0,0
2004,PER,Sailing,0,0,0,0,1,1,0,0
2004,PER,Shooting,0,2,0,2,1,1,0,6
2004,PER,Table Tennis,0,0,0,0,1,0,1,0
2004,PER,Tennis,0,0,0,0,1,1,0,0
2004,PER,Weightlifting,0,0,0,0,1,0,1,0
2004,PER,Wrestling,0,0,0,0,1,1,0,0
2004,PHI,Aquatics,2,0,0,2,5,4,1,4
2004,PHI,Archery,0,0,0,0,1,0,1,0
2004,PHI,Athletics,0,0,0,0,2,1,1,0
2004,PHI,Boxing,0,0,0,0,4,4,0,0
2004,PHI,Shooting,0,0,0,0,1,1,0,0
2004,PHI,Taekwondo,0,0,0,0,3,2,1,0
2004,PLE,Aquatics,0,0,0,0,1,1,0,0
2004,PLE,Athletics,0,0,0,0,2,1,1,0
2004,PLW,Aquatics,0,0,0,0,1,0,1,0
2004,PLW,Athletics,0,0,0,0,2,1,1,0
2004,PLW,Wrestling,3,1,8,12,1,1,0,57
2004,PNG,Aquatics,0,0,0,0,1,1,0,0
2004,PNG,Athletics,0,0,0,0,2,1,1,0
2004,PNG,Weightlifting,0,0,0,0,1,0,1,0
2004,POL,Aquatics,0,5,1,6,7,5,2,21
2004,POL,Archery,2,0,0,2,4,1,3,4
2004,POL,Athletics,1,0,6,7,45,22,23,38
2004,POL,Badminton,0,0,0,0,3,3,0,0
2004,POL,Boxing,0,0,0,0,3,3,0,0
2004,POL,Canoeing,9,4,0,13,23,16,7,30
2004,POL,Cycling,0,0,0,0,16,11,5,0
2004,POL,Equestrian,0,0,0,0,4,4,0,0
2004,POL,Fencing,1,1,0,2,3,1,2,5
2004,POL,Gymnastics,0,0,0,0,6,0,6,0
2004,POL,Judo,0,0,0,0,6,4,2,0
2004,POL,Modern Pentathlon,0,0,0,0,4,2,2,0
2004,POL,Rowing,0,0,4,4,23,21,2,24
2004,POL,Sailing,1,0,1,2,9,7,2,8
2004,POL,Shooting,2,0,4,6,5,2,3,28
2004,POL,Table Tennis,0,0,0,0,2,2,0,0
2004,POL,Taekwondo,0,0,0,0,1,0,1,0
2004,POL,Tennis,0,0,0,0,2,2,0,0
2004,POL,Volleyball,0,0,0,0,12,12,0,0
2004,POL,Weightlifting,1,1,0,2,7,5,2,5
2004,POL,Wrestling,0,0,2,2,9,9,0,12
2004,POR,Aquatics,0,0,0,0,11,9,2,0
2004,POR,Athletics,2,2,1,5,26,14,12,16
2004,POR,Badminton,0,0,0,0,1,1,0,0
2004,POR,Canoeing,0,0,0,0,1,1,0,0
2004,POR,Cycling,0,2,0,2,4,4,0,6
2004,POR,Equestrian,0,0,0,0,1,1,0,0
2004,POR,Fencing,0,0,0,0,1,1,0,0
2004,POR,Football,1,0,0,1,17,17,0,2
2004,POR,Gymnastics,0,0,0,0,2,2,0,0
2004,POR,Judo,1,1,0,2,4,3,1,5
2004,POR,Sailing,1,0,0,1,7,6,1,2
2004,POR,Shooting,0,0,0,0,2,2,0,0
2004,POR,Triathlon,0,0,0,0,1,0,1,0
2004,POR,Volleyball,0,0,0,0,2,2,0,0
2004,POR,Wrestling,0,0,0,0,1,1,0,0
2004,PRK,Aquatics,0,0,0,0,4,2,2,0
2004,PRK,Athletics,0,0,0,0,4,1,3,0
2004,PRK,Boxing,1,1,0,2,2,2,0,5
2004,PRK,Gymnastics,0,0,0,0,8,2,6,0
2004,PRK,Judo,1,1,1,3,6,1,5,11
2004,PRK,Shooting,1,0,0,1,3,2,1,2
2004,PRK,Table Tennis,0,2,0,2,4,1,3,6
2004,PRK,Weightlifting,0,2,0,2,4,1,3,6
2004,PRK,Wrestling,0,0,0,0,1,1,0,0
2004,PUR,Aquatics,0,0,0,0,9,4,5,0
2004,PUR,Athletics,0,0,0,0,3,2,1,0
2004,PUR,Basketball,0,0,0,0,12,12,0,0
2004,PUR,Boxing,0,0,0,0,5,5,0,0
2004,PUR,Equestrian,0,0,0,0,1,1,0,0
2004,PUR,Gymnastics,0,0,0,0,1,1,0,0
2004,PUR,Judo,0,0,0,0,3,2,1,0
2004,PUR,Sailing,0,0,0,0,3,2,1,0
2004,PUR,Shooting,0,0,0,0,1,1,0,0
2004,PUR,Taekwondo,0,0,0,0,1,0,1,0
2004,PUR,Tennis,0,0,0,0,1,0,1,0
2004,PUR,Volleyball,0,0,0,0,2,2,0,0
2004,PUR,Wrestling,0,0,0,0,1,0,1,0
2004,QAT,Aquatics,0,0,0,0,1,1,0,0
2004,QAT,Athletics,0,0,0,0,10,10,0,0
2004,QAT,Shooting,0,0,0,0,2,2,0,0
2004,QAT,Weightlifting,1,0,0,1,2,2,0,2
2004,ROU,Aquatics,4,3,4,11,8,3,5,41
2004,ROU,Athletics,2,4,0,6,26,4,22,16
2004,ROU,Boxing,2,1,0,3,3,3,0,7
2004,ROU,Canoeing,3,0,3,6,10,8,2,24
2004,ROU,Cycling,0,0,0,0,1,1,0,0
2004,ROU,Equestrian,0,0,0,0,1,1,0,0
2004,ROU,Fencing,1,2,2,5,6,2,4,20
2004,ROU,Gymnastics,40,16,37,93,12,6,6,350
2004,ROU,Judo,0,0,0,0,4,2,2,0
2004,ROU,Rowing,1,5,36,42,17,4,13,233
2004,ROU,Shooting,4,0,2,6,2,2,0,20
2004,ROU,Table Tennis,0,0,0,0,4,1,3,0
2004,ROU,Tennis,0,0,0,0,2,2,0,0
2004,ROU,Weightlifting,0,0,0,0,7,6,1,0
2004,ROU,Wrestling,0,0,0,0,5,5,0,0
2004,RSA,Aquatics,3,5,5,13,9,8,1,51
2004,RSA,Archery,0,0,0,0,1,0,1,0
2004,RSA,Athletics,2,4,0,6,32,23,9,16
2004,RSA,Badminton,0,0,0,0,6,3,3,0
2004,RSA,Boxing,0,0,0,0,3,3,0,0
2004,RSA,Canoeing,0,0,0,0,1,1,0,0
2004,RSA,Cycling,0,1,1,2,4,3,1,9
2004,RSA,Fencing,0,0,0,0,3,0,3,0
2004,RSA,Field hockey,0,0,0,0,32,16,16,0
2004,RSA,Gymnastics,0,0,0,0,2,0,2,0
2004,RSA,Judo,0,0,0,0,1,0,1,0
2004,RSA,Rowing,2,0,0,2,2,2,0,4
2004,RSA,Sailing,0,0,0,0,1,1,0,0
2004,RSA,Shooting,0,0,0,0,1,1,0,0
2004,RSA,Taekwondo,0,0,0,0,1,1,0,0
2004,RSA,Triathlon,0,0,0,0,2,1,1,0
2004,RSA,Volleyball,0,0,0,0,4,2,2,0
2004,RSA,Wrestling,0,0,0,0,1,1,0,0
2004,RUS,Aquatics,31,40,43,114,74,39,35,440
2004,RUS,Archery,0,0,0,0,5,2,3,0
2004,RUS,Athletics,14,22,9,45,115,53,62,148
2004,RUS,Badminton,0,0,0,0,2,1,1,0
2004,RUS,Basketball,12,0,1,13,12,0,12,30
2004,RUS,Boxing,4,1,5,10,11,11,0,41
2004,RUS,Canoeing,7,3,0,10,8,7,1,23
2004,RUS,Cycling,10,6,11,27,20,13,7,104
2004,RUS,Equestrian,0,0,0,0,3,1,2,0
2004,RUS,Fencing,15,6,23,44,18,11,7,186
2004,RUS,Gymnastics,68,50,54,172,24,8,16,610
2004,RUS,Handball,14,0,12,26,14,14,0,100
2004,RUS,Judo,4,3,0,7,11,7,4,17
2004,RUS,Modern Pentathlon,0,0,1,1,4,2,2,6
2004,RUS,Rowing,6,0,4,10,19,12,7,36
2004,RUS,Sailing,0,2,0,2,13,7,6,6
2004,RUS,Shooting,3,12,9,24,24,16,8,96
2004,RUS,Table Tennis,0,0,0,0,6,2,4,0
2004,RUS,Taekwondo,0,0,0,0,2,1,1,0
2004,RUS,Tennis,0,2,0,2,9,4,5,6
2004,RUS,Triathlon,0,0,0,0,3,1,2,0
2004,RUS,Volleyball,12,22,0,34,22,12,10,90
2004,RUS,Weightlifting,4,3,1,8,9,6,3,23
2004,RUS,Wrestling,4,2,8,14,18,14,4,62
2004,RWA,Aquatics,0,0,0,0,2,1,1,0
2004,RWA,Athletics,0,0,0,0,3,2,1,0
2004,SAM,Athletics,0,0,0,0,2,1,1,0
2004,SAM,Weightlifting,0,0,0,0,1,1,0,0
2004,SCG,Aquatics,7,12,0,19,19,17,2,50
2004,SCG,Athletics,0,0,0,0,7,5,2,0
2004,SCG,Basketball,0,2,0,2,12,12,0,6
2004,SCG,Canoeing,0,0,0,0,2,2,0,0
2004,SCG,Cycling,0,0,0,0,1,1,0,0
2004,SCG,Football,0,0,0,0,17,17,0,0
2004,SCG,Judo,0,0,0,0,1,1,0,0
2004,SCG,Rowing,0,0,0,0,6,6,0,0
2004,SCG,Shooting,5,6,2,13,3,2,1,40
2004,SCG,Table Tennis,0,0,0,0,3,2,1,0
2004,SCG,Tennis,0,0,0,0,1,0,1,0
2004,SCG,Volleyball,5,0,7,12,12,12,0,52
2004,SCG,Wrestling,0,0,0,0,1,1,0,0
2004,SEN,Aquatics,0,0,0,0,2,1,1,0
2004,SEN,Athletics,0,0,0,0,9,3,6,0
2004,SEN,Fencing,0,0,0,0,1,0,1,0
2004,SEN,Judo,0,0,0,0,1,0,1,0
2004,SEN,Table Tennis,0,0,0,0,1,1,0,0
2004,SEN,Wrestling,0,0,0,0,1,1,0,0
2004,SEY,Aquatics,0,0,0,0,2,1,1,0
2004,SEY,Athletics,0,0,0,0,2,1,1,0
2004,SEY,Boxing,0,0,0,0,1,1,0,0
2004,SEY,Canoeing,0,0,0,0,1,1,0,0
2004,SEY,Judo,0,0,0,0,1,1,0,0
2004,SEY,Sailing,0,0,0,0,1,1,0,0
2004,SEY,Weightlifting,0,0,0,0,1,1,0,0
2004,SGP,Aquatics,0,0,0,0,5,2,3,0
2004,SGP,Athletics,0,0,0,0,2,1,1,0
2004,SGP,Badminton,0,0,0,0,3,1,2,0
2004,SGP,Sailing,0,0,0,0,1,1,0,0
2004,SGP,Shooting,0,0,0,0,1,1,0,0
2004,SGP,Table Tennis,0,0,0,0,4,0,4,0
2004,SKN,Athletics,0,0,0,0,2,1,1,0
2004,SLE,Athletics,0,0,0,0,2,1,1,0
2004,SLO,Aquatics,0,0,0,0,11,6,5,0
2004,SLO,Athletics,13,6,0,19,19,13,6,44
2004,SLO,Canoeing,0,0,0,0,4,3,1,0
2004,SLO,Cycling,0,0,0,0,4,4,0,0
2004,SLO,Handball,0,0,0,0,15,15,0,0
2004,SLO,Judo,1,0,0,1,5,1,4,2
2004,SLO,Rowing,2,2,2,6,9,9,0,22
2004,SLO,Sailing,1,0,0,1,7,4,3,2
2004,SLO,Shooting,0,0,3,3,1,1,0,18
2004,SLO,Tennis,0,0,0,0,4,0,4,0
2004,SMR,Aquatics,0,0,0,0,2,2,0,0
2004,SMR,Athletics,0,0,0,0,1,1,0,0
2004,SMR,Shooting,0,0,0,0,2,1,1,0
2004,SOL,Athletics,0,0,0,0,2,1,1,0
2004,SOM,Athletics,0,0,0,0,2,1,1,0
2004,SRI,Aquatics,0,0,0,0,2,1,1,0
2004,SRI,Athletics,0,0,0,0,4,3,1,0
2004,SRI,Shooting,0,0,0,0,1,0,1,0
2004,STP,Athletics,0,0,0,0,2,1,1,0
2004,SUD,Athletics,0,0,0,0,4,3,1,0
2004,SUI,Aquatics,0,0,0,0,16,5,11,0
2004,SUI,Athletics,0,0,0,0,9,5,4,0
2004,SUI,Canoeing,0,0,0,0,4,3,1,0
2004,SUI,Cycling,3,4,0,7,16,10,6,18
2004,SUI,Equestrian,0,4,0,4,9,5,4,12
2004,SUI,Fencing,0,0,1,1,1,1,0,6
2004,SUI,Gymnastics,0,0,0,0,4,3,1,0
2004,SUI,Judo,0,0,0,0,2,1,1,0
2004,SUI,Modern Pentathlon,0,0,0,0,1,1,0,0
2004,SUI,Rowing,0,0,0,0,6,5,1,0
2004,SUI,Sailing,0,0,0,0,8,7,1,0
2004,SUI,Shooting,0,0,0,0,5,2,3,0
2004,SUI,Tennis,0,0,0,0,4,2,2,0
2004,SUI,Triathlon,1,0,1,2,5,3,2,8
2004,SUI,Volleyball,2,0,0,2,6,4,2,4
2004,SUI,Wrestling,0,0,0,0,2,2,0,0
2004,SUR,Aquatics,0,0,0,0,2,1,1,0
2004,SUR,Athletics,0,0,0,0,2,1,1,0
2004,SVK,Aquatics,0,8,0,8,4,1,3,24
2004,SVK,Athletics,0,0,0,0,12,10,2,0
2004,SVK,Canoeing,4,2,6,12,16,13,3,50
2004,SVK,Cycling,0,0,0,0,9,8,1,0
2004,SVK,Gymnastics,0,0,0,0,2,0,2,0
2004,SVK,Judo,0,1,0,1,2,2,0,3
2004,SVK,Rowing,0,0,0,0,2,2,0,0
2004,SVK,Sailing,0,0,0,0,1,1,0,0
2004,SVK,Shooting,6,0,0,6,3,2,1,12
2004,SVK,Tennis,0,0,0,0,7,3,4,0
2004,SVK,Weightlifting,0,0,0,0,3,3,0,0
2004,SVK,Wrestling,0,0,0,0,3,3,0,0
2004,SWE,Aquatics,14,6,1,21,16,6,10,52
2004,SWE,Archery,0,2,0,2,3,3,0,6
2004,SWE,Athletics,0,0,3,3,12,8,4,18
2004,SWE,Badminton,0,0,0,0,3,1,2,0
2004,SWE,Boxing,0,0,0,0,1,1,0,0
2004,SWE,Canoeing,0,4,2,6,5,3,2,24
2004,SWE,Cycling,0,0,0,0,9,5,4,0
2004,SWE,Equestrian,2,4,0,6,11,5,6,16
2004,SWE,Football,0,0,0,0,17,0,17,0
2004,SWE,Gymnastics,0,0,0,0,1,0,1,0
2004,SWE,Judo,0,0,0,0,1,0,1,0
2004,SWE,Modern Pentathlon,0,0,0,0,1,1,0,0
2004,SWE,Rowing,0,0,0,0,1,0,1,0
2004,SWE,Sailing,3,0,0,3,10,8,2,6
2004,SWE,Shooting,0,0,3,3,8,7,1,18
2004,SWE,Table Tennis,0,2,2,4,3,3,0,18
2004,SWE,Tennis,0,0,0,0,4,4,0,0
2004,SWE,Volleyball,1,0,0,1,2,2,0,2
2004,SWE,Wrestling,0,1,0,1,7,5,2,3
2004,SWZ,Aquatics,0,0,0,0,1,1,0,0
2004,SWZ,Athletics,0,0,0,0,2,1,1,0
2004,SYR,Aquatics,0,0,0,0,1,1,0,0
2004,SYR,Athletics,0,0,0,0,2,1,1,0
2004,SYR,Boxing,1,0,0,1,1,1,0,2
2004,SYR,Judo,0,0,0,0,1,1,0,0
2004,SYR,Shooting,0,0,0,0,1,1,0,0
2004,TAN,Athletics,0,0,0,0,8,6,2,0
2004,TGA,Archery,0,0,0,0,1,1,0,0
2004,TGA,Athletics,0,0,0,0,2,1,1,0
2004,TGA,Boxing,0,0,0,0,1,1,0,0
2004,TGA,Judo,0,0,0,0,1,1,0,0
2004,THA,Aquatics,0,0,0,0,6,3,3,0
2004,THA,Athletics,0,0,0,0,3,0,3,0
2004,THA,Badminton,0,0,0,0,8,5,3,0
2004,THA,Boxing,1,1,2,4,6,6,0,17
2004,THA,Equestrian,0,0,0,0,1,1,0,0
2004,THA,Fencing,2,0,0,2,2,2,0,4
2004,THA,Rowing,0,0,0,0,1,0,1,0
2004,THA,Sailing,0,0,0,0,1,1,0,0
2004,THA,Shooting,0,0,0,0,2,2,0,0
2004,THA,Table Tennis,0,0,0,0,1,0,1,0
2004,THA,Taekwondo,1,0,0,1,4,2,2,2
2004,THA,Tennis,0,0,0,0,2,1,1,0
2004,THA,Weightlifting,2,0,2,4,5,1,4,16
2004,TJK,Archery,0,0,0,0,1,0,1,0
2004,TJK,Athletics,0,0,0,0,2,1,1,0
2004,TJK,Boxing,0,0,0,0,1,1,0,0
2004,TJK,Shooting,0,0,0,0,1,1,0,0
2004,TJK,Wrestling,0,0,0,0,4,2,2,0
2004,TKM,Aquatics,0,0,0,0,2,1,1,0
2004,TKM,Athletics,0,0,0,0,2,1,1,0
2004,TKM,Boxing,0,0,0,0,2,2,0,0
2004,TKM,Judo,0,0,0,0,1,0,1,0
2004,TKM,Shooting,0,0,0,0,1,1,0,0
2004,TKM,Weightlifting,0,0,0,0,1,1,0,0
2004,TLS,Athletics,0,0,0,0,2,1,1,0
2004,TOG,Athletics,0,0,0,0,2,1,1,0
2004,TOG,Canoeing,0,0,0,0,1,1,0,0
2004,TPE,Aquatics,0,0,0,0,13,7,6,0
2004,TPE,Archery,3,3,0,6,6,3,3,15
2004,TPE,Athletics,0,0,0,0,2,1,1,0
2004,TPE,Badminton,0,0,0,0,5,2,3,0
2004,TPE,Baseball and Softball,0,1,0,1,39,24,15,3
2004,TPE,Cycling,0,0,0,0,1,1,0,0
2004,TPE,Judo,0,0,0,0,2,0,2,0
2004,TPE,Rowing,0,0,0,0,2,1,1,0
2004,TPE,Shooting,0,0,0,0,2,1,1,0
2004,TPE,Table Tennis,0,0,0,0,4,2,2,0
2004,TPE,Taekwondo,2,1,2,5,4,2,2,19
2004,TPE,Tennis,0,0,0,0,1,1,0,0
2004,TPE,Weightlifting,0,0,0,0,7,4,3,0
2004,TTO,Aquatics,1,0,0,1,3,1,2,2
2004,TTO,Athletics,6,2,0,8,14,7,7,18
2004,TTO,Shooting,0,0,0,0,1,1,0,0
2004,TTO,Taekwondo,0,0,0,0,1,1,0,0
2004,TUN,Aquatics,0,0,0,0,2,2,0,0
2004,TUN,Athletics,0,0,0,0,3,2,1,0
2004,TUN,Boxing,0,0,0,0,5,5,0,0
2004,TUN,Fencing,0,0,0,0,2,2,0,0
2004,TUN,Football,0,0,0,0,16,16,0,0
2004,TUN,Gymnastics,0,0,0,0,1,1,0,0
2004,TUN,Judo,0,0,0,0,4,1,3,0
2004,TUN,Rowing,0,0,0,0,1,0,1,0
2004,TUN,Sailing,0,0,0,0,1,1,0,0
2004,TUN,Table Tennis,0,0,0,0,2,0,2,0
2004,TUN,Taekwondo,0,0,0,0,3,2,1,0
2004,TUN,Volleyball,0,0,0,0,11,11,0,0
2004,TUN,Weightlifting,0,0,0,0,2,1,1,0
2004,TUN,Wrestling,0,0,0,0,1,0,1,0
2004,TUR,Aquatics,0,0,0,0,9,5,4,0
2004,TUR,Archery,0,0,0,0,4,1,3,0
2004,TUR,Athletics,1,0,0,1,13,4,9,2
2004,TUR,Boxing,0,1,0,1,7,7,0,3
2004,TUR,Judo,0,0,0,0,3,2,1,0
2004,TUR,Sailing,0,0,0,0,5,5,0,0
2004,TUR,Shooting,0,0,0,0,1,1,0,0
2004,TUR,Taekwondo,0,1,0,1,1,1,0,3
2004,TUR,Weightlifting,2,0,5,7,9,6,3,34
2004,TUR,Wrestling,2,1,2,5,12,12,0,19
2004,UAE,Aquatics,0,0,0,0,1,1,0,0
2004,UAE,Athletics,0,0,0,0,1,1,0,0
2004,UAE,Shooting,0,0,1,1,2,2,0,6
2004,UGA,Aquatics,0,0,0,0,1,1,0,0
2004,UGA,Athletics,0,0,0,0,4,3,1,0
2004,UGA,Boxing,0,0,0,0,5,5,0,0
2004,UGA,Weightlifting,0,0,0,0,1,0,1,0
2004,UKR,Aquatics,4,10,13,27,37,22,15,116
2004,UKR,Archery,3,2,0,5,6,3,3,12
2004,UKR,Athletics,5,1,0,6,50,21,29,13
2004,UKR,Boxing,1,0,0,1,6,6,0,2
2004,UKR,Canoeing,4,0,0,4,7,3,4,8
2004,UKR,Cycling,0,1,0,1,16,12,4,3
2004,UKR,Fencing,2,0,0,2,10,8,2,4
2004,UKR,Gymnastics,1,21,4,26,22,7,15,89
2004,UKR,Handball,15,0,0,15,15,0,15,30
2004,UKR,Judo,0,1,0,1,8,6,2,3
2004,UKR,Modern Pentathlon,0,0,0,0,1,0,1,0
2004,UKR,Rowing,4,3,0,7,10,4,6,17
2004,UKR,Sailing,2,5,2,9,10,6,4,31
2004,UKR,Shooting,0,0,3,3,11,6,5,18
2004,UKR,Taekwondo,0,0,0,0,1,1,0,0
2004,UKR,Tennis,0,0,0,0,2,0,2,0
2004,UKR,Triathlon,0,0,0,0,2,2,0,0
2004,UKR,Weightlifting,0,1,1,2,9,5,4,9
2004,UKR,Wrestling,1,1,2,4,16,12,4,17
2004,URU,Aquatics,0,0,0,0,4,3,1,0
2004,URU,Athletics,0,0,0,0,3,2,1,0
2004,URU,Canoeing,0,0,0,0,1,1,0,0
2004,URU,Cycling,0,2,0,2,2,2,0,6
2004,URU,Rowing,0,0,0,0,3,3,0,0
2004,URU,Sailing,0,0,0,0,2,2,0,0
2004,USA,Aquatics,81,76,125,282,88,40,48,1140
2004,USA,Archery,4,2,2,8,6,3,3,26
2004,USA,Athletics,11,21,50,82,116,62,54,385
2004,USA,Badminton,0,0,0,0,2,2,0,0
2004,USA,Baseball and Softball,0,0,25,25,15,0,15,150
2004,USA,Basketball,12,0,20,32,24,12,12,144
2004,USA,Boxing,1,0,1,2,9,9,0,8
2004,USA,Canoeing,0,1,1,2,17,12,5,9
2004,USA,Cycling,0,3,1,4,18,12,6,15
2004,USA,Equestrian,19,4,6,29,13,7,6,86
2004,USA,Fencing,1,0,1,2,15,10,5,8
2004,USA,Football,0,8,24,32,17,0,17,168
2004,USA,Gymnastics,2,69,14,85,14,6,8,295
2004,USA,Judo,2,0,0,2,12,7,5,4
